연번,구인등록일,모집기간,사업장명,모집직종,고용형태,임금형태,임금,근무지,입사형태,요구경력,요구학력,전공계열,요구자격증,사업장 주소,기업형태,담당기관,등록일,연락처
739,2020-10-05,2020-10-05 ~ 2020-10-20,(주)기장사람들,식품 분야 단순 종사원,상용직,시급,"8,590",,무관,무관,무관,,    ,부산광역시 기장군 일광면 일광로 747-2 (일광면 문동리 178-1),중소,부산지역본부,2020-10-06,1588-1519
740,2020-10-05,2020-10-05 ~ 2020-11-01,주식회사 한날애커뮤니케이션,음료 조리사(바리스타 포함),계약직,시급,"8,590",,무관,0년개월,무관,,    ,부산광역시 부산진구 새싹로8번길 30 (부전동),개인,부산지역본부,2020-10-05,1588-1519
741,2020-10-05,2020-10-05 ~ 2020-12-20,금호산업(주),"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,월급,"1,150,000",,무관,무관,무관,,    ,경상북도 청송군 안덕면 직동길 63 금호건설 현장사무실,중소,대구지역본부,2020-10-05,1588-1519
742,2020-10-05,2020-10-05 ~ 2020-11-30,(주)지에스씨넷,사무 보조원(일반사업체),상용직,연봉,"24,000,000",,무관,0년개월,무관,,    ,대구광역시 서구 달구벌대로 1767 (내당동) 6층,중소,대구지역본부,2020-10-12,1588-1519
743,2020-10-05,2020-10-05 ~ 2020-10-26,주식회사 인성드림,세탁원(다림질원),상용직,시급,"8,590",,무관,0년개월,무관,,    ,인천광역시 서구 백범로810번길 27  (가좌동),중소,인천지사,2020-10-05,1588-1519
744,2020-10-05,2020-10-05 ~ 2020-10-30,(유)영진고속,택시 운전원,상용직,월급,"1,900,000",,무관,무관,무관,,    ,광주광역시 광산구 목련로 354 (신가동),중소,광주지역본부,2020-10-08,1588-1519
745,2020-10-05,2020-10-05 ~ 2020-10-15,한국해양교통안전공단,사무 보조원(공공기관),계약직,월급,"1,800,000",,무관,무관,고졸,,    ,세종특별자치시  아름서길 27 선박안전기술공단 (아름동),"공사,공공",대전지역본부,2020-10-05,1588-1519
746,2020-10-05,2020-10-05 ~ 2020-10-13,산업연구원,사무 보조원(공공기관),계약직,일급,"78,000",,무관,무관,대졸,,    ,세종특별자치시  시청대로 370 세종국책연구단지 경제정책동(C동) (반곡동),"공사,공공",대전지역본부,2020-10-05,1588-1519
747,2020-10-05,2020-10-05 ~ 2020-11-30,수원도시공사,환경 미화원,상용직,월급,"2,000,000",,무관,무관,무관,,    ,경기도 수원시 권선구 수인로 126 더함파크 3층 (서둔동),중소,경기지역본부,2020-10-05,1588-1519
748,2020-10-05,2020-10-05 ~ 2020-11-06,주식회사 미래티엠에스,환경 미화원,계약직,시급,"8,590",,무관,무관,무관,,    ,"경기도 용인시 수지구 광교중앙로 304 미주프라자, 901호 (상현동)",중소,경기지역본부,2020-10-08,1588-1519
749,2020-10-05,2020-10-05 ~ 2020-10-25,주식회사 울타리,LED 부품·제품 조립·검사원,상용직,월급,"1,120,000",,무관,무관,무관,,    ,"경기도 수원시 영통구 신원로 88 103동 1102호(신동, 디지털엠파이어2)(신동) (,디지털엠파이어2)",중소,경기지역본부,2020-10-07,1588-1519
750,2020-10-05,2020-10-05 ~ 2020-10-31,고용노동부,사무 보조원(공공기관),계약직,월급,"1,795,310",,무관,무관,무관,,    ,세종특별자치시  한누리대로 422 정부세종청사 11동 (어진동),중소,강원지사,2020-10-12,1588-1519
751,2020-10-05,2020-10-05 ~ 2020-12-10,한일드림(주),기타 전자 부품·제품 조립·검사원,상용직,월급,"1,795,310",,무관,무관,무관,,    ,강원도 원주시 우두산길 16 (우산동),중소,강원지사,2020-10-06,1588-1519
752,2020-10-05,2020-10-06 ~ 2020-10-15,한국은행 강원본부,사무 보조원(공공기관),계약직,시급,"8,590",,무관,무관,무관,,    ,강원도 춘천시 중앙로 31 한국은행 강원본부 (중앙로1가),중소,강원지사,2020-10-05,1588-1519
753,2020-10-05,2020-10-05 ~ 2020-11-30,(주)한국펄프,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,"8,590",,무관,무관,무관,,    ,충청북도 청주시 상당구 문의면 미천고은로 65 한국펄프,중소,충북지사,2020-10-05,1588-1519
754,2020-10-05,2020-10-05 ~ 2020-10-06,재단법인 증평복지재단,사회복지사(사회복지시설),상용직,월급,"1,900,000",,무관,0년개월,고졸,,    ,"충청북도 증평군 증평읍 보건복지로 64-2 (내성리), 재단법인 증평복지재단","공사,공공",충북지사,2020-10-05,1588-1519
755,2020-10-05,2020-10-05 ~ 2020-10-23,귀일향기일굼터,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,시급,"8,590",,무관,무관,무관,,    ,"광주광역시 남구 용대로 87 (봉선동,귀일원)","협회,단체",광주발달장애인훈련센터,2020-10-08,1588-1519
756,2020-10-05,2020-10-05 ~ 2020-10-13,(주)비지에프리테일,매장 정리원(매장 보조원),계약직,월급,"1,200,000",,무관,무관,무관,,    ,서울특별시 강남구 테헤란로 405 BGF빌딩 11층 (삼성동),대기업,서울동부지사,2020-10-12,1588-1519
757,2020-10-05,2020-10-05 ~ 2020-10-08,삼성화재해상보험(주),"카드사·신협·새마을금고·할부사, 우체국(금융부문) 등 기타 사무원",계약직,시급,"8,590",,무관,무관,무관,,    ,서울특별시 서초구 서초대로74길 14 (서초동),대기업,서울동부지사,2020-10-05,1588-1519
758,2020-10-05,2020-10-05 ~ 2020-12-25,주식회사지엠산업개발,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,"1,470,000",,무관,0년개월,무관,,    ,서울특별시 강동구 구천면로47길 57 407호  (암사동),중소,서울동부지사,2020-10-05,1588-1519
759,2020-10-05,2020-10-05 ~ 2020-10-08,(사)국민안전역량협회,전산자료 입력원(DB·단순자료),계약직,월급,"2,000,000",,무관,0년개월,무관,,    ,서울특별시 금천구 가산디지털2로 70 대륭테크노타운 19차 1006호(가산동),"협회,단체",서울동부지사,2020-10-05,1588-1519
760,2020-10-05,2020-10-05 ~ 2020-10-16,(주)우린,"기타 판매 단순 종사원(전단지배포, 벽보원, 물품 보관원)",상용직,월급,"1,900,000",,무관,0년개월,무관,,    ,경기도 광주시 도척면 도척로 401-82 (주)우린,중소,경기동부지사,2020-10-05,1588-1519
761,2020-10-05,2020-10-05 ~ 2020-10-16,주식회사이와이푸드,"기타 판매 단순 종사원(전단지배포, 벽보원, 물품 보관원)",상용직,월급,"1,900,000",,신입,0년개월,무관,,    ,경기도 광주시 도척면 도척로 76-67 주식회사이와이푸드,중소,경기동부지사,2020-10-05,1588-1519
762,2020-10-05,2020-10-05 ~ 2020-10-30,(주)나누리,하역·적재 종사원,상용직,월급,"1,795,310",,무관,무관,무관,,    ,충청남도 예산군 신암면 추사로 447 (신종리 207-1),중소,충남지사,2020-10-06,1588-1519
763,2020-10-05,2020-10-05 ~ 2020-10-31,사단법인 한마음장애인복지회 전력사업단,기타 전자 부품·제품 조립·검사원,시간제,시급,"8,590",,무관,무관,무관,,    ,"충청남도 천안시 동남구 성남면 석곡3길 60 , 2,3동",중소,충남지사,2020-10-05,1588-1519
764,2020-10-05,2020-10-05 ~ 2020-10-15,현대여성아동병원,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",상용직,시급,"8,590",,무관,무관,무관,,    ,전라남도 순천시 장선배기1길 8 (조례동),중소,전남지사,2020-10-06,1588-1519
765,2020-10-05,2020-10-05 ~ 2020-12-04,(주)디에이치,대형마트 판매원,상용직,월급,"3,500,000",,무관,0년개월,무관,,    ,대전광역시 서구 둔산중로 38 202호  (둔산동),대기업,전남지사,2020-10-05,1588-1519
766,2020-10-05,2020-10-05 ~ 2020-10-09,경북점자도서관,사무 보조원(일반사업체),상용직,시급,"8,590",,무관,무관,무관,전산학·컴퓨터공학,    ,경상북도 포항시 북구 법원로 105  (장성동),중소,경북지사,2020-10-05,1588-1519
767,2020-10-05,2020-10-05 ~ 2020-11-04,행복채움 주식회사,환경 미화원,상용직,시급,"8,590",,무관,0년개월,무관,,    ,경상북도 구미시 임수로 53 (임수동) 행복채움 주식회사,중소,경북지사,2020-10-05,1588-1519
768,2020-10-05,2020-10-05 ~ 2020-10-30,선진텍,기타 전자 부품·제품 조립·검사원,상용직,시급,"8,590",,무관,0년개월,무관,,    ,경상북도 구미시 인동27길 4 신도오피스텔403(인의동),개인,경북지사,2020-10-05,1588-1519
769,2020-10-05,2020-10-05 ~ 2021-01-04,미문산업,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,"8,590",,무관,무관,무관,,    ,경기도 파주시 파주읍 술이홀로 33 미문산업,중소,경기북부지사,2020-10-05,1588-1519
770,2020-10-05,2020-10-05 ~ 2020-11-30,주식회사대원크리닝,세탁원(다림질원),상용직,시급,"8,590",,무관,무관,무관,,    ,"경상남도 양산시 소주공단5길 5 (주남동) (주남동,진성타이노(주))",중소,울산지사,2020-10-05,1588-1519
771,2020-10-05,2020-10-05 ~ 2020-10-30,(주)울산메모리얼파크,환경 미화원,상용직,시급,"8,590",,무관,0년개월,무관,,    ,울산광역시 남구 문수로217번길 34 (옥동) (주)울산메모리얼파크,중소,울산지사,2020-10-05,1588-1519
772,2020-10-05,2020-10-05 ~ 2020-10-09,교보생명보험(주),사무 보조원(일반사업체),계약직,시급,"8,800",,무관,무관,고졸,,    ,서울특별시 종로구 종로 1 교보생명 (종로1가),중소,서울지역본부,2020-10-05,1588-1519
773,2020-10-05,2020-10-05 ~ 2020-11-30,서울시교육청,"기타 건물 관리원(공원, 종교시설 등)",계약직,시급,"8,590",,무관,무관,무관,,    ,서울특별시 종로구 송월길 48 (신문로2가),"공사,공공",서울지역본부,2020-10-12,1588-1519
774,2020-10-05,2020-10-05 ~ 2020-10-16,한국전통문화전당,프로그래밍·웹·웹디자인·DB 강사,계약직,일급,"77,120",,무관,0년개월,무관,,    ,전라북도 전주시 완산구 현무1길 20 문화전당,"공사,공공",전북지사,2020-10-05,1588-1519
775,2020-10-03,2020-10-03 ~ 2020-10-09,빛나시스템,기타 제도사(캐드원) ,상용직,월급,"1,795,310",,무관,0년개월,무관,,    ,경기도 김포시 양촌읍 유현삭시로241번길 106-1 빛나시스템,개인,강원지사,2020-10-05,1588-1519
776,2020-10-02,2020-10-02 ~ 2020-12-18,(주)행복한일,환경 미화원,상용직,시급,"8,590",,무관,0년개월,무관,,    ,경상남도 진주시 범골로 17 진주한일병원 내 (충무공동),대기업,경남지사,2020-10-02,1588-1519
